Id,CityName,Beds,Baths,ListingType,Area,PopulationLatest,Schools,Colleges,Universities,Ameneties,Airbnbs,Price,AveragePrice,AboveBelowAverage,PriceCategorization
M73000004-25882003,Owen Sound,5,3,Single Family,1539,21612,6,1,0,40,29,1059900.0,563743.0,A,1000000-1100000
M73000004-25882148,London,3,3,Single Family,2172,422324,0,0,0,0,0,764900.0,723548.0,A,750000-800000
M73000004-25882150,London,3,3,Single Family,2073,422324,0,0,0,0,0,749900.0,723548.0,A,700000-750000
M73000004-25882151,London,3,3,Single Family,2073,422324,0,0,0,0,0,749900.0,723548.0,A,700000-750000
M73000004-25882203,St. Thomas,4,3,Single Family,2295,42840,0,0,0,3,13,839900.0,663122.0,A,800000-850000
M73000004-25882485,Wasaga Beach,3,2,Single Family,993,24862,0,0,0,0,0,684500.0,607191.0,A,650000-700000
M73000004-25882851,London,6,6,Single Family,4563,422324,24,0,0,47,54,1799999.0,723548.0,A,1700000-1800000
M73000004-25882930,London,6,4,Single Family,3067,422324,24,0,1,116,79,1499000.0,723548.0,A,1400000-1500000
M73000004-25883049,Wasaga Beach,4,2,Single Family,1300,24862,1,0,0,0,12,1953888.0,607191.0,A,1900000-2000000
M73000004-25883154,London,3,2,Multi-Family,1500,422324,6,0,0,19,28,629900.0,723548.0,B,600000-650000
M73000004-25883155,London,3,2,Multi-Family,1500,422324,6,0,0,19,28,629900.0,723548.0,B,600000-650000
M73000004-25883156,London,3,2,Multi-Family,1500,422324,6,0,0,20,28,629900.0,723548.0,B,600000-650000
M73000004-25883157,London,5,3,Multi-Family,1500,422324,5,0,0,22,28,649900.0,723548.0,B,600000-650000
M73000004-25883230,Central Huron,3,2,Single Family,1445,7799,0,0,0,0,0,590455.0,1421580.0,B,550000-600000
M73000004-25883378,Manitouwadge,3,2,Single Family,814,1974,4,0,0,0,7,131000.0,156795.0,B,125000-150000
M73000004-25883384,Collingwood,3,3,Single Family,2623,24811,6,0,0,45,17,1850000.0,684190.0,A,1800000-1900000
M73000004-25883517,Tillsonburg,2,1,Single Family,1000,18615,0,0,0,0,0,734900.0,725095.0,A,700000-750000
M73000004-25883732,Severn,2,1,Single Family,448,14576,0,0,0,0,0,965000.0,916400.0,A,950000-1000000
M73000004-25883791,KENORA,4,3,Single Family,3150,14967,0,0,0,0,0,719900.0,586444.0,A,700000-750000
M73000004-25883936,Wasaga Beach,3,2,Single Family,1485,24862,0,0,0,0,0,1259000.0,607191.0,A,1200000-1300000
M73000004-25883950,Caledon,6,6,Single Family,5284,76581,0,0,0,0,0,7076471.0,1583568.0,A,7000000-7500000
M73000004-25884968,Innisfil,3,3,Single Family,2100,43326,1,0,0,3,4,955999.0,967822.0,B,950000-1000000
M73000004-25885116,Puslinch,2,1,Single Family,860,7944,0,0,0,0,0,2699000.0,2551528.0,A,2500000-3000000
M73000004-25885209,Brockton,3,3,Single Family,1602,9784,0,0,0,0,0,895000.0,1104071.0,B,850000-900000
M73000004-25885469,Woodstock,5,3,Single Family,2519,46705,0,0,0,0,0,1256896.0,636183.0,A,1200000-1300000
M73000004-25885821,Wasaga Beach,2,1,Single Family,1225,24862,0,0,0,0,0,799500.0,607191.0,A,750000-800000
M73000004-25885832,London,3,3,Condo,1500,422324,8,0,0,62,24,475000.0,723548.0,B,450000-475000
M73000004-25885959,Wasaga Beach,6,3,Single Family,1374,24862,1,0,0,1,13,880456.0,607191.0,A,850000-900000
M73000004-25885966,Hamilton,3,3,Single Family,2014,11059,0,0,0,7,22,899000.0,587574.0,A,850000-900000
M73000004-25886032,LaSalle,6,5,Single Family,2964,32721,2,0,0,0,1,1250000.0,698743.0,A,1200000-1300000
M73000004-25886078,Mississauga,3,2,Condo,3295,717961,17,0,0,36,32,1388800.0,676275.0,A,1300000-1400000
M73000004-25886095,Toronto,2,1,Rental,610,2794356,7,0,0,22,63,2450.0,529408.0,B,0-25000
M73000004-25886108,London,3,3,Single Family,1908,422324,0,0,0,0,0,698900.0,723548.0,B,650000-700000
M73000004-25886137,London,4,2,Multi-Family,1000,422324,5,0,0,56,24,549990.0,723548.0,B,500000-550000
M73000004-25886147,Huntsville,2,3,Condo,1355,21147,0,0,0,0,0,499000.0,855364.0,B,475000-500000
M73000004-25886278,Kitchener,2,2,Condo,690,256885,6,0,0,65,23,499000.0,462327.0,A,475000-500000
M73000004-25886363,Kenora,2,2,Single Family,2400,14967,0,0,0,0,0,699900.0,586444.0,A,650000-700000
M73000004-25886660,Gore Bay,2,0,Single Family,1000,808,0,0,0,0,0,345735.0,266814.0,A,325000-350000
M73000004-25886668,Fort Erie,3,3,Single Family,1400,32901,1,0,0,12,7,650000.0,767331.0,B,600000-650000
M73000004-25886780,London,3,1,Single Family,686,422324,7,0,1,48,32,640000.0,723548.0,B,600000-650000
M73000004-25886781,London,5,4,Single Family,2833,422324,29,0,0,49,58,1399000.0,723548.0,A,1300000-1400000
M73000004-25886816,Toronto,1,1,Condo,672,2794356,7,1,2,108,175,886000.0,529408.0,A,850000-900000
M73000004-25887032,Waterloo,3,1,Single Family,750,121436,5,0,0,2,12,649000.0,518598.0,A,600000-650000
M73000004-25887049,London,6,3,Condo,1400,422324,14,0,0,88,43,494900.0,723548.0,B,475000-500000
M73000004-25887071,Bracebridge,3,2,Single Family,1275,17305,0,0,0,0,0,2100000.0,1140855.0,A,2000000-2500000
M73000004-25887563,Collingwood,4,5,Single Family,3189,24811,8,1,0,72,32,2588000.0,684190.0,A,2500000-3000000
M73000004-25887564,Bracebridge,4,2,Single Family,900,17305,0,0,0,0,0,674900.0,1140855.0,B,650000-700000
M73000004-25887626,Stratford,5,4,Multi-Family,1844,33232,2,0,0,32,41,699900.0,779453.0,B,650000-700000
M73000004-25887668,Hamilton,2,1,Condo,760,11059,0,0,0,14,5,399900.0,587574.0,B,375000-400000
M73000004-25887732,Hamilton,6,5,Single Family,3207,11059,15,0,0,46,18,1799900.0,587574.0,A,1700000-1800000
M73000004-25887851,Oakville,3,4,Single Family,3015,213759,1,0,0,100,11,2885000.0,1140305.0,A,2500000-3000000
M73000004-25887860,Barrie,4,2,Single Family,1200,147829,25,0,0,58,61,699900.0,554117.0,A,650000-700000
M73000004-25887871,Oakville,3,4,Single Family,3221,213759,1,0,0,100,11,2945000.0,1140305.0,A,2500000-3000000
M73000004-25887872,Oakville,3,4,Single Family,3099,213759,1,0,0,100,11,3035000.0,1140305.0,A,3000000-3500000
M73000004-25888416,Orillia,4,2,Single Family,1460,33411,2,1,0,30,11,459900.0,647203.0,B,450000-475000
M73000004-25888418,The Blue Mountains,4,2,Single Family,1600,9390,0,0,0,0,0,1500000.0,1150137.0,A,1400000-1500000
M73000004-25888612,Wasaga Beach,4,2,Single Family,1000,24862,0,0,0,0,0,625057.0,607191.0,A,600000-650000
M73000004-25888626,Thunder Bay,5,3,Single Family,1477,108843,7,1,0,18,28,690953.0,453591.0,A,650000-700000
M73000004-25888677,Hamilton,2,2,Single Family,647,11059,0,0,0,0,0,549000.0,587574.0,B,500000-550000
M73000004-25888700,Brantford,2,2,Rental,932,104688,17,1,0,54,26,2200.0,635487.0,B,0-25000
M73000004-25888701,Brantford,2,1,Rental,932,104688,17,1,0,54,26,2200.0,635487.0,B,0-25000
M73000004-25889939,Gravenhurst,1,1,Single Family,400,13157,1,0,0,13,7,360889.0,977203.0,B,375000-400000
M73000004-25890014,Bracebridge,2,2,Single Family,768,17305,0,0,0,0,0,749000.0,1140855.0,B,700000-750000
M73000004-25890180,Niagara-on-the-Lake,3,3,Condo,2010,19088,0,0,0,5,58,1299000.0,1722842.0,B,1200000-1300000
M73000004-25890201,Brampton,4,3,Single Family,1298,656480,13,1,0,76,25,939999.0,613476.0,A,900000-950000
M73000004-25890301,Bayham,5,3,Single Family,2272,7096,0,0,0,0,0,1995000.0,1458000.0,A,1900000-2000000
M73000004-25890353,Puslinch,1,2,Single Family,1268,7944,0,0,0,0,0,669000.0,2551528.0,B,650000-700000
M73000004-25890449,Niagara Falls,3,2,Single Family,1265,94415,1,1,0,20,61,735000.0,597642.0,A,700000-750000
M73000004-25890465,Niagara Falls,4,2,Single Family,950,94415,8,0,0,18,16,600694.0,597642.0,A,600000-650000
M73000004-25890670,Northern Bruce Peninsula,1,1,Single Family,430,4404,0,0,0,0,0,825000.0,1299900.0,B,800000-850000
M73000004-25890775,Thorold,3,3,Single Family,2567,23816,0,0,0,0,0,1090000.0,501041.0,A,1000000-1100000
M73000004-25890783,Guelph,1,1,Condo,675,143740,6,0,0,30,19,530000.0,678352.0,B,500000-550000
M73000004-25891014,Niagara-on-the-Lake,2,3,Condo,2010,19088,0,0,0,5,58,1499000.0,1722842.0,B,1400000-1500000
M73000004-25891040,Niagara-on-the-Lake,2,3,Condo,2056,19088,0,0,0,5,58,1499000.0,1722842.0,B,1400000-1500000
M73000004-25891055,Niagara-on-the-Lake,3,3,Condo,2040,19088,0,0,0,5,58,1299000.0,1722842.0,B,1200000-1300000
M73000004-25891083,Niagara-on-the-Lake,3,3,Condo,2040,19088,0,0,0,5,58,1299000.0,1722842.0,B,1200000-1300000
M73000004-25891086,Niagara-on-the-Lake,3,3,Condo,2200,19088,0,0,0,5,58,1374000.0,1722842.0,B,1300000-1400000
M73000004-25891093,Niagara-on-the-Lake,3,3,Condo,2040,19088,0,0,0,5,58,1334000.0,1722842.0,B,1300000-1400000
M73000004-25891094,Niagara-on-the-Lake,3,3,Condo,2100,19088,0,0,0,5,58,1334000.0,1722842.0,B,1300000-1400000
M73000004-25891507,London,4,4,Single Family,2156,422324,0,0,0,0,0,939900.0,723548.0,A,900000-950000
M73000004-25892087,Kingston,3,2,Condo,1639,132485,0,0,0,85,28,820000.0,720402.0,A,800000-850000
M73000004-25892088,Kingston,5,2,Single Family,1019,132485,2,0,0,7,10,649900.0,720402.0,B,600000-650000
M73000004-25892148,Collingwood,3,2,Rental,1284,24811,0,0,0,2,21,2300.0,684190.0,B,0-25000
M73000004-25892190,Timmins,2,1,Single Family,850,41145,11,1,0,17,30,149900.0,344673.0,B,125000-150000
M73000004-25892198,Cobourg,4,4,Single Family,1872,20519,3,0,0,12,17,780246.0,683980.0,A,750000-800000
M73000004-25892208,Wainfleet,3,1,Single Family,1001,6887,0,0,0,0,0,659900.0,1105073.0,B,650000-700000
M73000004-25892323,Fort Erie,4,3,Single Family,2200,32901,2,0,0,24,8,660000.0,767331.0,B,650000-700000
M73000004-25892338,Seguin,6,2,Single Family,2548,5280,0,0,0,0,0,1999000.0,2780500.0,B,1900000-2000000
M73000004-25892481,Tillsonburg,5,4,Single Family,2346,18615,0,0,0,0,0,839000.0,725095.0,A,800000-850000
M73000004-25892561,Collingwood,4,2,Condo,1582,24811,3,0,0,26,32,649000.0,684190.0,B,600000-650000
M73000004-25892563,Tay,4,4,Single Family,3353,11091,0,0,0,0,0,1369000.0,728328.0,A,1300000-1400000
M73000004-25892565,The Blue Mountains,6,3,Single Family,1700,9390,0,0,0,0,0,38500.0,1150137.0,B,25000-50000
M73000004-25892757,Thorold,2,1,Multi-Family,1800,23816,3,0,0,14,24,619900.0,501041.0,A,600000-650000
M73000004-25892758,Thorold,3,3,Single Family,1800,23816,3,0,0,14,24,619900.0,501041.0,A,600000-650000
M73000004-25892783,Kitchener,1,1,Condo,599,256885,3,0,0,14,22,439000.0,462327.0,B,425000-450000
M73000004-25892800,Saugeen Shores,2,2,Condo,1305,15908,0,0,0,6,1,654900.0,827031.0,B,650000-700000
M73000004-25892829,Hamilton,2,2,Rental,650,11059,18,1,0,197,47,2988.0,587574.0,B,0-25000
M73000004-25892847,Windsor,4,2,Single Family,1921,229660,12,1,0,28,46,504838.0,390530.0,A,500000-550000
M73000004-25892888,Guelph,3,2,Condo,1075,143740,8,0,0,36,24,459900.0,678352.0,B,450000-475000
M73000004-25892964,Niagara-on-the-Lake,5,3,Single Family,2300,19088,0,1,0,1,2,1849000.0,1722842.0,A,1800000-1900000
M73000004-25893016,London,3,2,Single Family,1278,422324,16,0,0,95,49,519450.0,723548.0,B,500000-550000
M73000004-25893071,Hamilton,4,2,Single Family,957,11059,2,1,0,34,14,459999.0,587574.0,B,450000-475000
M73000004-25893143,Thunder Bay,5,2,Single Family,3516,108843,0,0,0,0,0,576132.0,453591.0,A,550000-600000
M73000004-25893271,Tillsonburg,4,1,Single Family,1273,18615,2,0,0,0,9,465963.0,725095.0,B,475000-500000
M73000004-25893423,Parry Sound,3,3,Single Family,1479,6879,6,1,0,27,28,675000.0,736286.0,B,650000-700000
M73000004-25893424,The Blue Mountains,3,4,Rental,1650,9390,0,0,0,21,69,2700.0,1150137.0,B,0-25000
M73000004-25893435,Oakville,2,3,Single Family,1915,213759,0,0,0,61,2,2560765.0,1140305.0,A,2500000-3000000
M73000004-25893611,Collingwood,3,2,Single Family,1389,24811,5,1,0,26,14,16000.0,684190.0,B,0-25000
M73000004-25893745,Fort Erie,3,1,Rental,2700,32901,2,0,0,30,8,1700.0,767331.0,B,0-25000
M73000004-25894145,Woodstock,3,1,Single Family,878,46705,1,1,0,2,7,503326.0,636183.0,B,500000-550000
M73000004-25894167,Orillia,7,0,Multi-Family,3238,33411,2,1,0,76,18,789900.0,647203.0,A,750000-800000
M73000004-25894257,Niagara-on-the-Lake,3,1,Single Family,978,19088,0,0,0,0,0,924900.0,1722842.0,B,900000-950000
M73000004-25894322,Kitchener,4,2,Single Family,1680,256885,9,0,0,89,41,949900.0,462327.0,A,900000-950000
M73000004-25894325,St. Catharines,4,2,Single Family,1010,136803,10,0,0,18,9,599000.0,654102.0,B,550000-600000
M73000004-25894426,Meaford,4,2,Single Family,1834,11485,0,0,0,0,0,780000.0,920593.0,B,750000-800000
M73000004-25894519,McGarry,2,1,Single Family,3060,579,0,0,0,0,0,989000.0,989000.0,,950000-1000000
M73000004-25894908,Welland,3,2,Single Family,1175,55750,15,1,0,20,33,579900.0,517843.0,A,550000-600000
M73000004-25894915,Hamilton,6,2,Single Family,1275,11059,18,1,1,68,46,1149000.0,587574.0,A,1100000-1200000
M73000004-25895857,Waterloo,2,2,Condo,717,121436,3,0,1,88,27,399000.0,518598.0,B,375000-400000
M73000004-25895872,Port Colborne,3,2,Single Family,2000,20033,0,0,0,0,0,595900.0,669084.0,B,550000-600000
M73000004-25896019,Collingwood,2,2,Condo,1240,24811,7,1,0,37,29,675000.0,684190.0,B,650000-700000
M73000004-25896063,Woodstock,4,4,Single Family,3670,46705,6,1,0,1,15,1669990.0,636183.0,A,1600000-1700000
M73000004-25896184,Niagara-on-the-Lake,3,3,Single Family,1600,19088,0,0,0,13,30,1490000.0,1722842.0,B,1400000-1500000
M73000004-25896199,Dryden,3,3,Single Family,1152,7388,0,0,0,0,0,89000.0,335269.0,B,75000-100000
M73000004-25896248,Fort Erie,2,1,Single Family,800,32901,0,0,0,0,0,649900.0,767331.0,B,600000-650000
M73000004-25896255,Grimsby,4,1,Single Family,2233,28883,0,0,0,0,0,1895000.0,738305.0,A,1800000-1900000
M73000004-25896293,Welland,6,5,Multi-Family,2250,55750,8,0,0,17,23,799900.0,517843.0,A,750000-800000
M73000004-25896375,London,4,3,Single Family,2139,422324,15,1,0,35,31,821222.0,723548.0,A,800000-850000
M73000004-25896383,Niagara-on-the-Lake,3,4,Single Family,2507,19088,0,0,0,69,52,2050000.0,1722842.0,A,2000000-2500000
M73000004-25896387,West Grey,4,3,Single Family,2700,13131,0,0,0,0,0,1745000.0,1156088.0,A,1700000-1800000
M73000004-25896435,Barrie,2,2,Condo,1005,147829,5,0,0,42,14,499900.0,554117.0,B,475000-500000
M73000004-25896481,London,6,5,Single Family,2620,422324,2,0,0,100,20,1299800.0,723548.0,A,1200000-1300000
M73000004-25896482,Aylmer,4,3,Single Family,3402,7699,0,0,0,0,0,1080000.0,738607.0,A,1000000-1100000
M73000004-25896502,Welland,3,2,Single Family,1151,55750,16,1,0,70,43,609900.0,517843.0,A,600000-650000
M73000004-25896945,Niagara Falls,4,3,Single Family,2000,94415,13,0,0,20,14,750000.0,597642.0,A,700000-750000
M73000004-25897012,West Grey,4,2,Single Family,1833,13131,0,0,0,0,0,1390067.0,1156088.0,A,1300000-1400000
M73000004-25897158,Gananoque,3,2,Single Family,1400,5383,0,0,0,0,0,850000.0,960269.0,B,800000-850000
M73000004-25897270,Elliot Lake,3,2,Single Family,1100,11372,9,0,0,2,17,140000.0,153450.0,B,125000-150000
M73000004-25897280,Brantford,3,2,Single Family,2542,104688,0,0,0,0,0,1299900.0,635487.0,A,1200000-1300000
M73000004-25897370,St. Catharines,2,2,Condo,1450,136803,42,0,1,207,54,630000.0,654102.0,B,600000-650000
M73000004-25897442,Oro-Medonte,3,3,Single Family,1807,23017,0,0,0,0,0,1590000.0,1302380.0,A,1500000-1600000
M73000004-25897864,Fort Erie,4,2,Single Family,1048,32901,1,0,0,15,7,625000.0,767331.0,B,600000-650000
M73000004-25897905,St. Marys,5,2,Single Family,1342,7386,0,0,0,3,0,799900.0,700564.0,A,750000-800000
M73000004-25897997,Grimsby,1,1,Condo,662,28883,1,0,0,22,12,449000.0,738305.0,B,425000-450000
M73000004-25897999,Burlington,2,2,Condo,1360,186948,4,0,0,83,20,1299000.0,1105905.0,A,1200000-1300000
M73000004-25898015,London,4,3,Single Family,1481,422324,6,0,0,110,32,749500.0,723548.0,A,700000-750000
M73000004-25898063,Orillia,4,2,Multi-Family,1713,33411,3,1,0,72,19,799000.0,647203.0,A,750000-800000
M73000004-25898266,Niagara Falls,3,3,Condo,1514,94415,0,0,0,0,0,925000.0,597642.0,A,900000-950000
M73000004-25898272,Collingwood,2,2,Single Family,1250,24811,5,1,0,47,32,90000.0,684190.0,B,75000-100000
M73000004-25898305,Brantford,4,2,Single Family,2402,104688,2,0,0,6,12,627793.0,635487.0,B,600000-650000
M73000004-25898372,Niagara Falls,7,4,Single Family,2540,94415,11,0,0,19,14,1199000.0,597642.0,A,1100000-1200000
M73000004-25898376,Milton,3,3,Single Family,2402,132979,0,0,0,0,0,2150000.0,903023.0,A,2000000-2500000
M73000004-25898377,Hamilton,3,2,Condo,1118,11059,5,0,0,23,9,441474.0,587574.0,B,400000-425000
M73000004-25898463,Wasaga Beach,2,2,Single Family,1280,24862,0,0,0,0,0,429900.0,607191.0,B,425000-450000
M73000004-25898719,Tiny,4,5,Single Family,3400,12966,0,0,0,0,0,2499777.0,1115788.0,A,2000000-2500000
M73000004-25898832,Niagara Falls,4,2,Single Family,1360,94415,6,1,0,61,42,549900.0,597642.0,B,500000-550000
M73000004-25898834,The Blue Mountains,5,6,Single Family,3738,9390,0,0,0,0,0,3849000.0,1150137.0,A,3500000-4000000
M73000004-25899053,Niagara-on-the-Lake,3,1,Farm,978,19088,0,0,0,0,0,924900.0,1722842.0,B,900000-950000
M73000004-25899056,Hamilton,3,1,Single Family,1534,11059,0,0,0,0,0,669900.0,587574.0,A,650000-700000
M73000004-25899610,Fort Erie,3,1,Single Family,1300,32901,0,0,0,0,0,750000.0,767331.0,B,700000-750000
M73000004-25900135,Oakville,2,2,Condo,1030,213759,24,1,0,77,98,789900.0,1140305.0,B,750000-800000
M73000004-25900154,Kitchener,3,3,Single Family,1839,256885,28,1,0,103,48,903445.0,462327.0,A,900000-950000
M73000004-25900450,London,4,4,Single Family,2880,422324,21,0,0,58,52,1124900.0,723548.0,A,1100000-1200000
M73000004-25900558,Burlington,3,3,Rental,1536,186948,33,0,0,141,56,4628.0,1105905.0,B,0-25000
M73000004-25900730,Oakville,4,4,Single Family,3600,213759,24,1,0,74,97,6500.0,1140305.0,B,0-25000
M73000004-25900970,Iroquois Falls,3,2,Single Family,1057,4418,7,0,0,3,3,274900.0,372850.0,B,250000-275000
M73000004-25900977,Hamilton,2,1,Rental,900,11059,3,0,0,28,14,1750.0,587574.0,B,0-25000
M73000004-25900990,The Blue Mountains,3,4,Single Family,1585,9390,0,0,0,0,0,13180.0,1150137.0,B,0-25000
M73000004-25900994,Springwater,6,4,Single Family,5300,21701,0,0,0,0,0,1561765.0,1314437.0,A,1500000-1600000
M73000004-25901123,Huntsville,3,3,Single Family,1100,21147,4,0,0,39,22,630000.0,855364.0,B,600000-650000
M73000004-25901249,Grimsby,2,1,Condo,835,28883,2,0,0,22,25,679900.0,738305.0,B,650000-700000
M73000004-25901640,Innisfil,2,2,Condo,804,43326,4,0,0,14,53,690800.0,967822.0,B,650000-700000
M73000004-25901657,St. Thomas,3,2,Single Family,1580,42840,0,0,0,29,18,589900.0,663122.0,B,550000-600000
M73000004-25901659,London,4,2,Multi-Family,1200,422324,18,0,0,123,51,749900.0,723548.0,A,700000-750000
M73000004-25901705,Parry Sound,4,3,Single Family,1512,6879,0,0,0,0,0,1499500.0,736286.0,A,1400000-1500000
M73000004-25901943,Goderich,4,2,Multi-Family,1821,7881,3,1,0,14,22,499900.0,676527.0,B,475000-500000
M73000004-25902043,Kingsville,3,2,Single Family,1750,22119,0,0,0,2,2,849900.0,887739.0,B,800000-850000
M73000004-25902069,Niagara-on-the-Lake,3,3,Single Family,1500,19088,0,0,0,0,0,1999999.0,1722842.0,A,1900000-2000000
M73000004-25902075,Brantford,2,2,Multi-Family,1459,104688,12,1,0,29,17,429900.0,635487.0,B,425000-450000
M73000004-25902492,Burk's Falls,3,2,Single Family,1232,957,0,0,0,0,0,499900.0,981064.0,B,475000-500000
M73000004-25902633,Woodstock,2,2,Single Family,971,46705,14,1,0,17,19,619515.0,636183.0,B,650000-700000
M73000004-25902836,The Blue Mountains,2,2,Single Family,1468,9390,0,0,0,0,0,1088950.0,1150137.0,B,1000000-1100000
M73000004-25902867,SCHREIBER,3,1,Single Family,1230,1039,0,0,0,0,0,199400.0,147967.0,A,175000-200000
M73000004-25903337,Welland,3,2,Single Family,1100,55750,16,1,0,31,34,549850.0,517843.0,A,500000-550000
M73000004-25903359,London,5,6,Multi-Family,2312,422324,7,0,1,70,36,1050000.0,723548.0,A,1000000-1100000
M73000004-25903360,London,5,6,Single Family,2312,422324,7,0,1,70,36,1050000.0,723548.0,A,1000000-1100000
M73000004-25903383,Sarnia,6,3,Single Family,2000,72047,0,0,0,0,0,1299900.0,626337.0,A,1200000-1300000
M73000004-25903459,London,4,3,Single Family,2495,422324,22,0,0,60,54,949900.0,723548.0,A,900000-950000
M73000004-25903480,Hamilton,3,1,Single Family,1100,11059,3,0,0,20,7,324900.0,587574.0,B,300000-325000
M73000004-25903537,Puslinch,3,3,Single Family,2400,7944,0,0,0,0,0,2349900.0,2551528.0,B,2000000-2500000
M73000004-25903690,Welland,5,2,Single Family,4170,55750,0,0,0,0,0,977000.0,517843.0,A,950000-1000000
M73000004-25903772,The Blue Mountains,5,6,Single Family,3730,9390,0,0,0,0,0,3799000.0,1150137.0,A,3500000-4000000
M73000004-25904101,Wainfleet,3,2,Single Family,1639,6887,0,0,0,0,0,945000.0,1105073.0,B,900000-950000
M73000004-25904328,Waterloo,2,2,Condo,642,121436,1,1,1,122,28,499000.0,518598.0,B,475000-500000
M73000004-25904716,Niagara Falls,2,1,Rental,835,94415,3,0,0,5,0,2119.0,597642.0,B,0-25000
M73000004-25904971,Grimsby,1,1,Condo,600,28883,2,0,0,22,25,449000.0,738305.0,B,425000-450000
M73000004-25905061,Fort Erie,3,1,Single Family,1442,32901,0,0,0,1,32,560000.0,767331.0,B,550000-600000
M73000004-25905107,Welland,3,1,Single Family,893,55750,9,1,0,14,34,550000.0,517843.0,A,500000-550000
M73000004-25905265,Cambridge,5,3,Single Family,1872,138479,3,0,0,11,16,899900.0,721203.0,A,850000-900000
M73000004-25905266,Cambridge,5,3,Multi-Family,1872,138479,3,0,0,11,16,899900.0,721203.0,A,850000-900000
M73000004-25905289,Brantford,4,3,Single Family,1125,104688,10,1,0,33,16,799000.0,635487.0,A,750000-800000
M73000004-25905342,London,4,3,Single Family,2515,422324,10,0,0,21,32,1152226.0,723548.0,A,1100000-1200000
